Id,Partition,Code,Description,Brand,BrandType,InstrumentType,SignalType,SupplyVoltage,Wiring,Communication,GalvanicIsolation,OperationalUnit,ScaleRange,LimitHH,LimitH,LimitL,LimitLL,Softawre,ExtraData
,Public,334DT03YP10,Gas Pressure For Fresh Air Inlet,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-200,-200,-200,-10,0,,
,Public,334DT03YT10,Gas Temperature At Filter Inlet,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,300,300,,
,Public,334DT03YT20,Gas Temperature At Filter Inlet,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,300,300,,
,Public,334DT04YP10,ID Fan Outlet Pressure,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-300,-200,-70,-8,0,,
,Public,334TN01YP10,Network Pressure,E&H, CERABAR T PMC131-A11F1A1T,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,5,6.5528,19.72,20,,
,Public,334TR52YX10,Opacimeter Dust Analysis,SICK,RM230,,4…20mA,230V,4-wire,,,mg/m3,0-150,0,0,20,22,,
,Public,633AB01YP10,Alternative Fuel Calciner Pressure DSS,E&H,Cerabar M PMP51,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-1000,0,200,450,600,,
,Public,634AB01YP10 ,Alternative Fuel Main Burner Pressure DSS,E&H,Cerabar M PMP51,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-1000,0,200,450,600,,
,Public,645HT07YT10,Fuel Oil 2 Temperature,E&H,TSM187-ADD/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,-200,-30,-30,100,120,,
,Public,645HT17YT10,Fuel Oil 3 Temperature,E&H,TSM187-ADD/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,-200,-30,-30,100,120,,
,Public,645PP05YP10,Fuel Oil 2 Pressure 1,E&H,PMC131-A11F1A1T,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,-5,-1,0.1,3,4,,
,Public,645PP05YP30,Fuel Oil 2 Pressure 3,E&H,PMC131-A11F1A1T,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,1,2,14,16,,
,Public,645PU03YT10,Heavey oil Low Load Pump Temperature,E&H,TSM187-ADD/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,100,200,,
,Public,645PU13YT10,Heavey oil High Load Pump Temperature,E&H,TSM187-ADD/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,100,200,,
,Public,645VA06YF80,Kiln Fuel Main Burner Flowrate(Hevey Oil),YOKOGAWA,ROTAMASS RCCT38,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-10000,0,0,9500,10000,,
,Public,652VA03YF10,Precalciner burner Gas Flow,YOKOGAWA,DY100-ECLB D2,Flowmeter,4…20mA,24V,2-wire,,,m3/h,0-2000,0,0,1500,1600,,
,Public,652VA03YP10,Preca burner Gas Pressure,YOKOGAWA,EJA530A E8S8N,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-10,0,5.8,8.5,10,,
,Public,652VA03YT10,Preca burner Gas Temp.,THERMO EST,PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-80,0,0,40,60,,
,Public,652VA03YZ40,Prec control valve Position,SART,49-2,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,324BP30YF10,Auxiliary Burner HFO Flow,CONTOIL,VZF 25 FL 180/40,Flowmeter,4…20mA,24V,2-wire,,,L/h,0-2000,0,0,2000,2000,,
,Public,324BP30YP10,Auxiliary Burner HFO 1,E&H,PMC131,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-40,0,6,30,40,,
,Public,324BP30YP20,Auxiliary Burner HFO 2,E&H,PMC131,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-40,0,6,30,40,,
,Public,324BP30YT10,Auxiliary Burner HFO Temperature,E&H,TMT187-A41DDA/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,-200,0,0,100,150,,
,Public,324BP30YZ40,Auxiliary Burner HFO Valve Position,ARMATUREN,"ARI-PREMIO TYPE 5,0 KN",Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,327DR15YL10,Grate Oil Tank Level,IKN,NO:MRLT.01.0001,Level Sensor,4…20mA,24V,2-wire,ProfiBUS,,mm,315-1340,20,20,1300,1300,,
,Public,327DR15YP2,minimum cylinder pressure,IKN,NO.MRPT.49.0000,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-250,0,0,250,250,,
,Public,327DR15YP20,Hydraulic Grate Unit Working Pressure,IKN,NO.MRPT.49.0000,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-250,0,0,230.4,250,,
,Public,327DR15YP3,max. working pressure without limitation of grate speed,IKN,NO.MRPT.49.0000,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-250,0,0,230.4,250,,
,Public,327DR15YP30,Pump Pressure GD-P11/21,IKN,NO.MRPT.49.0000,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-250,0,0,250,250,,
,Public,327DR15YP40,Pump Pressure GD-P11/22,IKN,NO.MRPT.49.0000,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-250,0,0,250,250,,
,Public,327DR15YP50,Piston Side Pressure PA,IKN,NO.MRPT.49.0000,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-250,0,0,250,250,,
,Public,327DR15YP60,Rod Side Pressure PB,IKN,NO.MRPT.49.0000,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-250,0,0,250,250,,
,Public,327DR15YT1,Oil temperature valid for control ,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-100,0,0,100,100,,
,Public,327DR15YT30,Grate Drive-Oil Temp1,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,-100,-30,-30,57,60,,
,Public,327DR15YT40,Grate Drive-Oil Temp2,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,-100,19.5,20,45,60,,
,Public,328DT08YT10,Cooler Gas Exit Temperature,SIEMENS ,SITRANCE TF/ Local TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,0,500,500,,
,Public,328DT08YT12,Clinker Cooler Exhaust Gas Temperature,SIEMENS ,SITRANCE TF/ Local TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,205,300,500,,
,Public,328TR15YX10,Dust Emissions Analyzer Cooler Stack,SICK,RM230,,4…20mA,230V,4-wire,,,mg/m3,0-150,0,0,25,85,,
,Public,327GR02YT10,Grate Plate Temp Kids Row2,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR02YT20,Grate Plate Temp Kids Row3,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR02YT30,Grate Plate Temp Kids Row4,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR02YT40,Grate Plate Temp Kids Row5,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR03YT10,Grate Plate Temp Row 10Left,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,90,110,,
,Public,327GR03YT20,Grate Plate Temp Row 10Right,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR03YT30,Grate Plate Temp Row 11Left,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,90,100,,
,Public,327GR03YT40,Grate Plate Temp Row 11Right,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR03YT50,Grate Plate Temp Row 17Left,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR03YT60,Grate Plate Temp Row 17Right,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR03YT70,Grate Plate Temp Row 18Left,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,327GR03YT80,Grate Plate Temp Row 18Right,IKN,MRT04.0002/PT100,Thermometer,4…20mA,24V,2-wire,ProfiBUS,,°C,0-400,0,0,80,100,,
,Public,328DT08YP10,Clinker Cooler Exhaust Gas Pressure,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-100,-100,-100,-15,0,,
,Public,328DT08YT11,Clinker Cooler Exhaust Gas Temperature,SIEMENS ,SITRANCE TF/ Local TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,0,100,100,,
,Public,431SO01YL10,Clinker Storage Silo Level,VEGA,VEGAPLUS 68 PS68.XXEFEHHAMXX ,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,0,0,98,99,,
,Public,431SO02YL10,Unburnt Silo Level,VEGA,VEGAPLUS 68 PS68.XXEFEHHAMXX ,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,0,0,85,88.3,,
,Public,645HT03YT10,Heavy Oil Temp,THERMO EST,PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,140,150,,
,Public,645HT03YT20,Heat Tracing Temperature,THERMO EST,PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,100,150,,
,Public,645HT03YZ10,Heavey oil control valve Position ,SART,49-2,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,645VA06YZ80,Kiln Burner Gas Flow Control Valve,ARIS,PMR3,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,652VA02YF10,Kiln Burner Gas Flow rate,YOKOGAWA,DY100-ECLB D2,Flowmeter,4…20mA,24V,2-wire,,,m3/h,0-1100,0,0,1000,1100,,
,Public,652VA02YP10,Kiln Burner Gas Pressure,YOKOGAWA,EJA530A EBS8N,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-10,0,5.6,8,10,,
,Public,652VA02YT10, Kiln Burner Gas Temperature,THERMO EST,PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-80,0,0,50,70,,
,Public,652VA02YZ40,Kiln Burner Gas Flow Control Valve,SART,49-2,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,652VA02YZ80,Kiln Burner Gas Flow Control Valve,SART,49-2,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,622DC17YP10,Filter17 Diff Pressure,E&H,PMD75-1E026/101,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-20,0,3,15,20,,
,Public,622DC17YP30,Filter17 Inlet Pressure,ABB,266PSHESSB2A1,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,-50,-50,-50,-5,0,,
,Public,622DC17YP40,Filter17 Outlet Pressure,ABB,266PSHESSB2A1,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,-50,-50,-50,-15,0,,
,Public,622DC25YP10,Filter25 Diff Pressure,E&H,PMD75-1E026/101,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-20,0,3,15,20,,
,Public,622DC25YP30,Filter25 Inlet Pressure,ABB,266PSHESSB2A1,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,-50,-50,-50,-2,0,,
,Public,622DC25YP40,Filter25 Outlet Pressure,ABB,266PSHESSB2A1,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,-50,-50,-50,-10,0,,
,Public,623AG90YI1,CO BEFOR MILL,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,PPM,0-5000,0,0,1000,1500,,
,Public,623AG90YI2,O2 BEFOR MILL,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,%,0-25,0,0,10,11,,
,Public,623AG90YI3,CO AFTER FILTER,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,PPM,0-5000,0,0,1000,1500,,
,Public,623AG90YI4,CO AFTER FILTER,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,%,0-25,0,0,10,11,,
,Public,623AG90YI5,CO SILO 1,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,PPM,0-5000,0,0,1000,1500,,
,Public,623AG90YI6,O2 SILO 1,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,%,0-25,0,0,21,21,,
,Public,623AG90YI7,CO SILO 2,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,PPM,0-5000,0,0,1000,1500,,
,Public,623AG90YI8,O2 SILO 2,SIEMENS ,ULTRAMATE 23,,4…20mA,230V,4-wire,ProfiBUS,,%,0-25,0,0,21,21,,
,Public,623AG90YP10,CO2 Vessel Pressure,E&H,Cerabar T PMP131-A1101A70,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-100,0,0,100,100,,
,Public,623AG90YW10,CO2 Vessel Weight,PCK//Weidmuller,TYPE PR6201/14D1-//ACT20P,Weigh Sensor,4…20mA,24V,2-wire,ProfiBUS,,kg,0-5400,1800,4000,5400,5400,,
,Public,623FA55YT10,Mill Fan Motor Winding Temp1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,100,130,,
,Public,623FA55YT11,Mill Fan Motor Winding Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,100,130,,
,Public,623FA55YT12,Mill Fan Motor Winding Temp3,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,100,130,,
,Public,623FA55YT20,Mill Fan Motor Bearing Temp1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,623FA55YT21,Mill Fan Motor Bearing Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,623FA55YT30,Mill Fan Bearing Temp1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,85,95,,
,Public,623FA55YT31,Mill Fan Bearing Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,85,96.65,,
,Public,623FA55YV11,Mill Fan Vibration,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,5,9,,
,Public,623GB10YF10,Oil Flow to Gearbox,Fischer,DE1602VDYYB90K00D0579,Flowmeter,4…20mA,24V,2-wire,,,l/min,0-280,105,120,280,280,,
,Public,623GB10YP10,Oil Pressure Gear Lubrcation,Danfos,MBS 3050,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-10,0.5,0.8,10,10,,
,Public,623GB10YT10,Oil Temp After Water Cooler,JUMO,Type:707030-880/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,-200,-50,-50,60,65.9,,
,Public,623GB10YT20,Temp in Segmented Thrust Bearing,JUMO,Type:707030-880/PT100 (Filender F 6100-4 M),Thermometer,4…20mA,24V,2-wire,,,°C,-200,-50,-5.4,80,85,,
,Public,623GB10YT30,Segmented Thrust Bearings Oil bath Temp,JUMO,type:707030-880/PT100 (Filender F 6100-3 M),Thermometer,4…20mA,24V,2-wire,,,°C,-200,-50,-50,80,85,,
,Public,623GB10YT40,Oil Temp Near Cartridge Heater,JUMO,707030-880/PT100 (Filender F 6100-3M),Thermometer,4…20mA,24V,2-wire,,,°C,-200,-50,-5.4,80,85,,
,Public,623GB10YT50,Temp Security Switch Cartridge Heater,JUMO,707030-880/PT100 (Filender F 6100-3 M),Thermometer,4…20mA,24V,2-wire,,,°C,-200,-50,-50,80,85,,
,Public,623GB10YV10,Mill Gear Input Shaft Vib,Bruel & kjaer vibro,VIBROCNTROL 1000 /VS 69,Vibro Sensor,4…20mA,24V,4-wire,,,mm/s,0-20,0,0,2,3,,
,Public,623HO01YL10,Silo1 Level,SIEMENS,LR 260,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,0,20,0,0,,
,Public,623HO09YL10,Silo2 Level,SIEMENS,LR 260,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,0,20,0,0,,
,Public,623SP23YT10,Classifier Upper Bearing Temp,E&H,TMT182-B41BA/PT100 90.2820.Ex,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-150,0,0,80,90,,
,Public,623SP23YT11,Classifier Lower Bearing Temp,E&H,TMT182-B41BA/PT100 90.2820.Ex,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-150,0,0,120,130,,
,Public,624SO01YP10,Silo2 Pressure Sensors ,E&H,Cerabar PMP51,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-100,0,0,40,70,,
,Public,624SO01YT10,Silo1 Top Temperature ,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,624SO01YT20,Silo1 Cone Temperature 0deg,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,624SO01YT30,Silo1 Cone Temperature 120deg,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,624SO01YT40,Silo1 Cone Temperature 240deg,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,624SO19YP10,Silo2 Pressure Sensors E&H,E&H,Cerabar PMP51,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-100,0,0,40,70,,
,Public,624SO19YT10,Silo2 Top Temperature ,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,624SO19YT20,Silo2 Cone Temperature 0deg,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,624SO19YT30,Silo2 Cone Temperature 120deg,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,624SO19YT40,Silo2 Cone Temperature 240deg,E&H, TMT181/PT100 TR15-B1O2A1L0G3000,Thermometer,4…20mA,24V,2-wire,,Internal,°C,0-100,0,0,95,99,,
,Public,631SO01YL10,DSS SILO Level,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
